customer_id,age,account_age_months,total_purchases,avg_order_value,days_since_last_purchase,cart_abandonment_rate,product_reviews_count,avg_review_rating,email_opens,bounce_rate,customer_segment,device_type,country,has_promo_code,high_value_purchase
27,21,5,9,175.59893965600193,3.0,0.2902600693962393,3,1.9237420796527922,3,0.08705714130803578,Silver,Tablet,Canada,0,1
28,39,12,10,437.8957504737759,43.0,0.519126605763323,1,4.69514595529534,6,0.2737600429068048,Silver,Desktop,Canada,0,0
29,27,12,5,228.71307675614875,,0.0726707666846258,3,1.6414489731814998,2,0.12749956182962713,Gold,Mobile,Germany,0,0
30,31,17,4,67.2209326079489,14.0,0.6765698118812816,1,2.6519803577594154,4,0.26046775339406814,Bronze,Desktop,Canada,0,0
31,27,8,5,81.36143078274485,170.0,0.6542121992729171,5,2.6131645411398465,4,0.11542053420490266,Bronze,Desktop,Canada,0,0
32,57,3,8,45.77819886897289,2.0,0.8763236906269641,1,1.5103012165554763,5,0.5245334150191528,Silver,Tablet,Germany,0,0
33,34,14,12,212.3486637112438,0.0,0.49999278815421,4,1.435880504905199,7,0.1667265872291056,Platinum,Tablet,Germany,0,1
34,22,35,6,182.70672193551482,12.0,0.6921385497664847,4,4.639166332307083,4,0.41506642542071204,Gold,Mobile,UK,0,1
35,44,21,16,59.707593006216584,90.0,0.18201820865306007,2,4.345491702868824,6,0.31997641234063534,Bronze,Mobile,USA,1,0
36,20,8,5,442.22159850853495,0.0,0.0028696926893532204,2,4.732910733007876,5,0.0876526637927164,Silver,Mobile,Germany,1,1
37,37,54,7,326.5427797963891,7.0,0.17225399436025612,1,2.2684937037817132,5,0.2746769601481263,Platinum,Desktop,Germany,0,1
38,11,48,10,802.8816614329706,27.0,0.06221459830701659,3,3.1060084498640648,3,0.22251494346615427,Platinum,Mobile,UK,0,1
39,19,4,7,34.89026311074908,7.0,0.42771802485928356,5,2.02310326556063,4,0.16952137237508622,Platinum,Mobile,Canada,0,0
40,37,0,10,79.81979456174199,1.0,0.4683033372636122,3,2.567614382228367,4,0.3709186980229637,Silver,Mobile,USA,0,0
41,43,27,6,71.10725999663576,1.0,0.6444726975097004,3,4.176624909850128,5,0.38287103963710656,Bronze,Desktop,India,0,0
42,37,35,8,2047.6630407131693,24.0,0.14077186642191064,2,2.905091953115477,6,0.19783246291767,Bronze,Desktop,Germany,0,1
43,33,68,10,91.08663643625687,24.0,0.21471609749618914,5,1.4383806745649603,4,0.19364614576822783,Gold,Mobile,USA,0,1
44,31,44,5,410.84104553222926,36.0,0.7983261625576152,5,1.0127598414037817,5,0.4181087073066783,Gold,Desktop,India,1,0
45,17,18,6,311.60025556645627,4.0,0.5765224947791882,6,1.9445705265903168,8,0.21979557010856224,Silver,Mobile,USA,1,1
46,26,15,10,81.39119397612106,20.0,0.029363593684488487,2,1.7328323165133654,4,0.2630186225625993,Platinum,Tablet,UK,1,1
47,29,0,3,96.21766696471228,27.0,0.8484046723239205,5,4.176343537303506,7,0.3435756507148038,Bronze,Desktop,India,0,0
48,47,5,1,168.56809153928745,7.0,0.6298055982244036,0,3.666514595506718,5,0.1669478732176453,Gold,Mobile,India,1,1
49,39,12,5,407.2437427433699,23.0,0.1866391064364855,2,4.353229477072789,5,0.5861606927982685,Gold,Desktop,USA,1,1
50,13,19,14,73.22913476600134,36.0,0.2520657412569218,3,2.675052866247472,3,0.2144194618335037,Bronze,Desktop,Germany,0,0
51,38,16,8,48.896394053038144,140.0,0.5535474138252426,7,,3,0.08856495156437919,Bronze,Tablet,India,0,0
52,30,27,7,275.5423342518791,27.0,0.5608011815260024,5,2.6694434945297685,5,0.05465888848260841,Bronze,Desktop,Germany,0,1
53,26,6,7,22.731636178764038,59.0,0.805188663940378,3,1.884803699009316,8,0.6888378510379619,Platinum,Mobile,UK,0,0
54,42,16,11,121.91062108835455,53.0,0.3585826381733387,3,3.5237626293755713,9,0.17178260577974416,Bronze,Tablet,UK,1,0
55,47,1,8,321.2461077676818,84.0,0.5493031465525254,0,2.5543755127542083,4,0.5768493177074917,Bronze,Mobile,India,0,1
56,46,10,2,150.8516701804956,38.0,0.5825379784982245,4,1.9973200806980587,2,0.3655404498563951,Gold,Desktop,Germany,1,0
57,24,27,14,45.58731444307691,7.0,0.5586764177266628,6,4.7538854946752185,3,0.191609041396062,Silver,Tablet,UK,1,1
58,31,23,9,27.072528490509452,10.0,0.07290584537773248,1,1.431255067003371,3,0.3187512368347733,Gold,Tablet,UK,0,1
59,38,93,5,374.0868881124106,46.0,0.4112528744338819,3,4.107187624574497,4,0.3356064923012248,Silver,Desktop,USA,0,0
60,46,6,11,72.90819743096357,22.0,0.3388841212892876,2,3.1981413683662674,6,0.20015373801797418,Gold,Tablet,USA,1,0
61,29,13,7,30.517849258199057,8.0,0.9927777182392672,5,4.0521453600475805,6,0.12048418461412207,Silver,Tablet,India,0,1
62,32,7,6,353.05679447308165,32.0,0.46568856348764354,4,1.3594860661961854,8,0.2957292300443844,Gold,Desktop,USA,1,0
63,21,11,9,235.38033315175403,71.0,0.4352278756905461,3,2.5616522873738288,6,0.24858892907161217,Bronze,Mobile,India,0,0
64,20,38,9,25.480428878287476,13.0,0.4836875664225595,1,4.184149140714059,7,0.32282787849159883,Bronze,Mobile,Canada,0,1
65,44,23,7,1839.3474012452084,27.0,0.9192825819693626,4,4.2603129216994295,2,0.2838656485813687,Bronze,Mobile,USA,0,0
66,51,42,5,47.05709436256142,26.0,0.6114538546344244,1,4.155631983858676,5,0.12250250250742248,Bronze,Mobile,Canada,1,0
67,34,4,6,230.64026537873022,4.0,0.38914338748805266,1,3.9773954020827644,4,0.3279749391746577,Gold,Desktop,USA,0,1
68,47,41,7,976.4281586748276,2.0,0.9125773965506846,2,2.506390733844965,3,0.367171675209444,Platinum,Mobile,USA,0,1
69,39,1,13,261.3509482475879,66.0,0.9298429415670627,0,3.8647783866795304,3,0.1851255606964631,Silver,Desktop,India,0,0
70,27,43,7,122.8562939853873,81.0,0.2643127338652622,1,1.4377386485495318,1,0.14936248835300567,Bronze,Mobile,Canada,0,1
71,39,7,8,16.139661945294954,70.0,0.39339609215398375,4,1.650427409331615,1,0.1703355547952625,Silver,Mobile,USA,1,0
72,53,7,2,1042.351741182973,15.0,0.9664586700483475,2,3.15968162111893,3,0.06612849907688989,Bronze,Mobile,Germany,0,1
73,34,14,8,254.21079977878,10.0,0.5410486888622195,2,3.1984255882145867,10,0.1412114260061535,Bronze,Mobile,Germany,1,1
74,53,56,4,16.480458738137884,85.0,0.43174507769064985,2,2.887129335121004,3,0.12558384170464296,Gold,Desktop,USA,0,1
75,3,0,10,574.5298624936859,64.0,0.1954045352755338,3,3.9399980790819065,7,0.0434928864754378,Bronze,Mobile,USA,0,1
76,44,8,11,96.87124063214554,51.0,0.3844388397446181,2,3.2552624198988322,9,0.6043670148956254,Gold,Desktop,USA,0,1
77,36,38,7,64.50937955751722,12.0,0.6312347247209462,4,1.2628022448395675,5,0.24382227617156302,Bronze,Tablet,Canada,1,0
78,31,10,11,45.30763877583347,30.0,0.03870114739047559,4,4.548793805114475,6,0.33822054426451414,Bronze,Desktop,India,0,0
79,36,4,10,110.54184101297555,41.0,0.08330628677966001,5,,3,0.21657499119625648,Bronze,Mobile,Canada,0,1
80,11,11,11,237.35491361844544,,0.0053764050237603556,4,4.581767183047166,6,0.563469297316762,Bronze,Desktop,Germany,1,1
81,32,9,12,49.71808610721966,27.0,0.21892733452358049,4,2.718039981107547,3,0.2603748246689517,Platinum,Desktop,India,0,1
82,39,49,7,104.90974100373077,42.0,0.1829927988660186,2,1.0073454189673035,6,0.2898321404793046,Platinum,Mobile,USA,0,1
83,52,28,7,5201.682380053192,43.0,0.8508076809625169,5,4.050746524069288,10,0.17516918559867922,Bronze,Mobile,India,1,0
84,28,14,8,159.308022711117,8.0,0.18523802261180422,4,,7,0.07425777063153967,Gold,Mobile,India,0,1
85,25,89,10,286.88734290418535,14.0,0.6611810258636206,4,1.0786222978327333,6,0.1043979391662608,Gold,Tablet,Germany,0,1
86,28,12,11,28.50493201201286,45.0,0.11835913400537623,3,3.2904510580777293,7,0.33498749624354746,Silver,Desktop,UK,0,0
87,45,1,10,17.656719807266636,,0.5935597702689782,3,4.72433400028517,4,0.3231423189060034,Gold,Desktop,USA,1,0
88,38,6,9,521.8808737467509,74.0,0.43562015170382806,1,1.8349459091363638,9,0.3111438897380931,Gold,Desktop,Canada,0,1
89,28,11,3,370.51062087603015,54.0,0.4086681157269886,7,2.127002692962199,9,0.06543013263742085,Bronze,Mobile,Canada,1,0
90,41,3,7,703.8954186240439,67.0,0.8565618926846152,3,3.59805834276613,4,0.4619540474755213,Platinum,Mobile,India,0,1
91,36,58,3,81.81698375657707,10.0,0.16771946679903516,2,4.283656955070763,3,0.1786039402761869,Bronze,Tablet,Germany,0,0
92,46,29,10,405.5225973823807,3.0,0.5952181582727776,4,3.566936897516027,3,0.3061930563278636,Gold,Desktop,Canada,0,1
93,26,6,7,4.199156563993528,3.0,0.8218640558900577,3,3.6868137027168175,1,0.5851235168668691,Silver,Desktop,Germany,0,0
94,31,17,6,172.3392750807066,24.0,0.7138968224944412,2,2.3067889267928616,2,0.3337586515454909,Platinum,Mobile,India,0,1
95,30,25,11,310.9498959972922,10.0,0.983345821144994,2,1.0401213184393332,4,0.19038085086052645,Platinum,Mobile,USA,0,1
96,17,56,7,39.41119156664085,9.0,0.002105876469276069,5,4.359447926503181,3,0.4195290508459466,Gold,Desktop,India,0,1
97,38,42,12,319.5777721509346,7.0,0.8843593145170207,7,4.9809782482999765,6,0.18746823865940282,Silver,Tablet,Germany,1,1
98,38,14,4,72.54833795413067,24.0,0.6134513562538227,2,4.465654092514227,7,0.03304512931087646,Bronze,Mobile,Germany,0,0
99,35,29,8,81.80670828722296,23.0,0.002484530654127348,6,,4,0.1432171615294552,Gold,Desktop,Germany,0,1
100,32,16,8,66.00169518627854,16.0,0.4654938213735075,8,2.4072879736324055,2,0.32905513729519537,Silver,Tablet,Germany,0,1
101,18,16,4,600.3912176163399,4.0,0.767437377139007,5,4.839472055510125,4,0.33233297256614763,Silver,Desktop,Canada,0,1
102,29,2,11,52.183333311399856,79.0,0.18254669511078414,5,4.953571718146888,3,0.28637698547161844,Silver,Desktop,UK,0,0
103,30,2,7,45.06033747763061,16.0,0.6784771815123953,3,3.448936902521138,3,0.6000102797206351,Bronze,Desktop,India,0,0
104,25,15,8,32.17932926041777,3.0,0.13966842033211668,3,3.0578701227810154,5,0.0550535299930336,Platinum,Tablet,UK,0,1
105,33,6,11,57.84165017873052,1.0,0.8034524387896456,2,3.065369027964463,4,0.019585666853759467,Gold,Tablet,India,0,0
106,39,0,3,113.75009049495789,4.0,0.5684633683212377,1,1.8072266374742383,4,0.5065560021437325,Bronze,Desktop,USA,0,0
107,57,25,10,193.69927022260455,10.0,0.0338866526654793,3,3.9127993613052374,3,0.34133156671313075,Silver,Desktop,India,1,1
108,37,0,11,36.45398790588603,29.0,0.09087570749193663,3,1.684271002550128,6,0.4925643068758577,Bronze,Tablet,Germany,0,0
109,38,18,3,140.82031160390545,106.0,0.8638650496690433,4,1.8384758695447023,4,0.1193987062624922,Platinum,Mobile,UK,1,1
110,34,15,10,187.60994532564007,9.0,0.03300141705578441,5,3.696652495599444,4,0.647263584859471,Gold,Mobile,USA,1,1
111,11,69,9,29.39044326965751,46.0,0.2985425988942597,5,4.477118520989469,4,0.36948005932087985,Gold,Mobile,India,1,0
112,34,13,8,97.10219421651232,72.0,0.5669118875750954,2,3.6636985297073554,6,0.04722878729062935,Platinum,Desktop,Canada,0,1
113,35,1,9,81.30291190330698,14.0,0.21343978037563882,1,,7,0.1280215023996451,Gold,Mobile,India,0,0
114,64,16,7,98.35856532571296,8.0,0.2242321657352231,8,3.78095871153044,7,0.18698920954262951,Bronze,Desktop,Canada,0,1
115,32,36,6,47.6561924833166,20.0,0.7760340116507591,5,2.8199347029120454,9,0.29718384626168914,Platinum,Mobile,UK,0,0
116,38,115,10,76.5083840459515,68.0,0.29099458431204905,0,3.616831047145129,1,0.6741454267082089,Silver,Tablet,Germany,0,0
117,34,11,12,93.43677526824105,0.0,0.03858294947632501,5,4.121436650643507,4,0.2677161248868181,Platinum,Desktop,Germany,0,1
118,20,7,8,842.90775920868,20.0,0.7211218000062737,2,1.0587541231620583,1,0.14474345299067404,Bronze,Mobile,UK,0,1
119,48,47,9,94.98196147107136,42.0,0.9543659583748518,5,1.8759469303929839,5,0.18531204013259744,Gold,Desktop,USA,0,1
120,44,4,11,448.5844862707685,27.0,0.831933976609196,2,3.812393033113044,4,0.44655648098182427,Bronze,Desktop,UK,0,1
121,44,19,9,491.2401856955155,20.0,0.5485620294750649,4,2.605572596084983,5,0.25524344350846034,Gold,Desktop,Germany,1,1
122,24,10,6,18.49013846065247,24.0,0.4248837530408758,4,3.08858381174293,5,0.10837393680405952,Silver,Desktop,Germany,0,0
123,51,0,8,63.470355761581175,28.0,0.9251651708878457,1,3.740018255373947,3,0.18639797942441208,Bronze,Desktop,Canada,0,0
124,18,8,6,492.4574061022987,34.0,0.7662254383182043,5,3.10608138519334,5,0.40624071069061457,Platinum,Mobile,UK,1,0
125,42,6,9,111.86918027168615,13.0,0.5706572412350033,2,4.347743219163496,3,0.1396389986829845,Platinum,Mobile,Canada,0,1
126,61,23,7,78.28369546705379,21.0,0.879822318913478,2,2.5166395384870106,8,0.21100501177007502,Gold,Mobile,Canada,1,1
127,23,59,7,221.41437438319568,9.0,0.6017123634777715,2,3.7671067296371628,6,0.2902930672213283,Silver,Desktop,India,0,1
128,28,6,6,324.09291512899875,124.0,0.9735046676021065,1,2.701568164750991,6,0.16398589664332333,Silver,Mobile,Germany,0,0
129,36,33,9,86.89970487452614,6.0,0.8582904782951024,1,3.117228313202324,5,0.21192942197248607,Silver,Mobile,UK,0,1
130,28,1,13,64.4632292867477,4.0,0.5504452306955059,9,1.454963265370079,6,0.16720741821127025,Silver,Mobile,UK,0,0
131,16,15,5,5.27889515920368,9.0,0.9228362096151493,2,4.3259122548915165,5,0.2696660267436655,Platinum,Mobile,Canada,1,0
132,35,1,2,95.24611229280451,75.0,0.34243895368408506,3,2.2797650918626666,1,0.48247404702640573,Bronze,Desktop,UK,1,0
133,22,54,5,56.975030212303345,32.0,0.7009270213570987,2,2.2048215777566074,2,0.5219099841333071,Gold,Tablet,Canada,0,1
134,40,29,6,26.90109744044232,18.0,0.17127560280475662,6,1.355066923879427,5,0.5113902623280847,Gold,Desktop,India,0,0
135,23,21,9,70.35809042631406,77.0,0.8953649150583347,5,3.02557176669954,8,0.02432924820569291,Silver,Desktop,Canada,0,1
136,53,34,11,54.549347040070195,69.0,0.24805014988861895,2,2.6716252620132686,7,0.18881326619892927,Gold,Mobile,India,1,0
137,25,20,9,110.27728519297335,15.0,0.9490325116266806,3,1.395750870876567,3,0.20576728602820887,Bronze,Tablet,Germany,1,1
138,31,69,5,64.40533545806011,24.0,0.016991457347478534,8,4.006289328525581,12,0.3301972042765707,Silver,Mobile,India,0,0
139,44,25,10,153.91443792528963,70.0,0.6818368967363999,6,1.2656454964433834,6,0.24605421844005784,Silver,Mobile,USA,0,1
140,20,51,5,110.90642050898754,11.0,0.15005616970155633,3,1.5801447673933193,6,0.35954780243224554,Gold,Mobile,UK,0,1
141,37,14,14,414.99198932842563,15.0,0.770811472185411,0,2.842790951723056,4,0.3597814638368643,Platinum,Desktop,Canada,0,1
142,50,2,5,47.41044303456203,47.0,0.4919059302935537,3,2.4310241230779606,3,0.12335323185174234,Gold,Tablet,Canada,0,0
143,15,15,8,761.9026870957429,35.0,0.9096502525641686,2,2.102060423402055,5,0.3312445157325772,Bronze,Mobile,Canada,1,0
144,37,2,6,323.98247247050085,1.0,0.7150692097144772,1,3.255708741071413,4,0.2584229497717151,Gold,Mobile,India,0,1
145,38,17,13,535.977933424795,3.0,0.7682659886484968,3,,4,0.2761858165662761,Gold,Mobile,USA,0,1
146,44,13,8,121.91470556195534,56.0,0.12047936918018931,2,2.7296584600511484,4,0.37980243095339505,Platinum,Mobile,Germany,0,1
147,20,19,6,64.22677855173822,0.0,0.09656121033732057,6,4.104721556081384,8,0.2939236441924128,Gold,Desktop,Germany,0,0
148,19,0,7,47.20325994583352,75.0,0.8505577051866997,2,2.9926570240372987,5,0.2236657300904353,Gold,Desktop,Germany,0,0
149,41,4,5,737.2062383761834,9.0,0.22577384358251995,2,4.915183963758764,5,0.3724257386282886,Bronze,Desktop,Germany,0,0
150,38,13,11,335.6247643462008,27.0,0.8669418260791785,7,4.207247457210565,4,0.3387508643713984,Platinum,Mobile,Canada,0,1
151,38,60,11,26.84985488417705,24.0,0.1425381374776442,4,1.4257974846812025,1,0.6994533299970936,Bronze,Desktop,Germany,0,0
152,39,9,9,290.9462016248678,15.0,0.30845128065380956,4,2.0958887977545073,3,0.3764477646996314,Platinum,Desktop,Germany,0,1
153,26,11,5,33.433818295931374,0.0,0.9287387292602213,3,3.143508502366447,4,0.2475246258072089,Silver,Mobile,UK,0,0
154,37,25,11,132.8404664028919,6.0,0.839717833081473,3,2.875553436013779,12,0.154638269434457,Platinum,Desktop,USA,1,1
155,38,18,6,242.528471934936,28.0,0.05424264390551503,4,,4,0.12765939240010724,Gold,Desktop,Germany,0,1
156,26,7,10,517.7908198621569,17.0,0.44809751028516365,4,3.1126019169888997,7,0.2288469605121129,Bronze,Mobile,USA,1,1
157,57,10,4,119.7077442137481,16.0,0.9098678421436106,3,3.421425722676163,4,0.2927671460076398,Silver,Tablet,India,0,1
158,40,4,7,76.64655823775003,3.0,0.014757842125113996,4,2.853463095626896,5,0.07968343225700979,Platinum,Desktop,UK,0,0
159,20,67,11,94.912806788497,12.0,0.10731948676815573,1,4.46453468605357,4,0.370772848907287,Gold,Tablet,USA,0,1
160,42,2,10,323.8290505377193,22.0,0.6451958850455535,3,3.2263590432005937,1,0.07793181377373003,Silver,Mobile,Germany,0,1
161,23,9,7,231.84244733546657,2.0,0.10498348290230974,3,4.145824778510709,3,0.11569416758911145,Bronze,Mobile,Canada,0,1
162,44,0,10,88.26992935985179,2.0,0.4488382511404103,5,3.3472944497801116,4,0.358417162333056,Platinum,Mobile,UK,0,1
163,48,5,8,9.621307398839326,20.0,0.5078227819168705,4,4.637229702743744,8,0.3527515444176179,Bronze,Tablet,Germany,1,0
164,25,30,3,4.848314210615536,24.0,0.8602540635070385,3,1.8567517842327783,4,0.21572796389245266,Silver,Desktop,India,0,0
165,46,4,7,117.96679912275653,8.0,0.9573908202870169,1,4.326721324662229,8,0.30605248327101253,Gold,Mobile,UK,1,1
166,39,1,6,21.812875212649413,11.0,0.5122309479474788,3,2.791962889507766,4,0.39170710637406597,Silver,Desktop,India,0,0
167,44,12,8,47.72175131379831,47.0,0.5103603217049822,7,3.79030115627801,8,0.2678321248304175,Gold,Desktop,USA,0,1
168,57,0,9,68.55726529667044,,0.7267953384895708,2,3.2644244946943406,5,0.547492798778433,Gold,Tablet,UK,1,0
169,32,1,10,1087.6585478785894,11.0,0.19250661664810853,1,1.4354176107040173,4,0.35417705375222225,Platinum,Mobile,Germany,0,1
170,25,32,12,104.25574880442655,13.0,0.9408585406397818,3,2.746346909604906,2,0.35972968191562876,Silver,Mobile,USA,0,1
171,24,29,10,213.5716034108849,53.0,0.0011989244531699361,3,3.6955139959971195,6,0.10526025390270469,Silver,Mobile,Germany,0,0
172,25,49,7,164.9193899213434,109.0,0.0017938700722879286,3,4.593615611367927,9,0.5863957342466298,Silver,Mobile,Germany,0,1
173,34,38,7,4.922098426164074,11.0,0.6256663618033472,5,1.8738373113281415,3,0.4421637110267017,Bronze,Mobile,Germany,0,1
174,39,22,13,55.73513590793826,46.0,0.3414846922807683,3,2.420729182412649,10,0.2304418063862422,Platinum,Mobile,India,0,1
175,38,1,8,20.82103382593236,19.0,0.39811524029805667,3,2.442431350870917,5,0.02704185737992373,Platinum,Mobile,Canada,1,0
176,44,30,13,715.2582846996969,9.0,0.22143717585733358,1,3.097452696556871,7,0.08888843905642685,Gold,Mobile,Germany,0,1
177,35,37,5,10.143395182555867,34.0,0.4078023974152605,7,4.4520210622974705,8,0.4704631234449641,Bronze,Desktop,Germany,0,0
178,52,32,7,54.32644964571923,18.0,0.8279831434226897,2,2.582104301184057,5,0.21520491942328626,Bronze,Mobile,India,1,0
179,31,14,9,65.83338845282033,9.0,0.6992494481902861,0,,2,0.5282853584284886,Gold,Tablet,USA,0,1
180,67,5,3,27.577282591452153,3.0,0.09465375584306712,2,3.0262160090240524,4,0.13718646268734638,Gold,Mobile,Germany,1,0
181,42,37,11,101.66761876562349,60.0,0.056679838647157865,2,,6,0.5693589144159796,Platinum,Mobile,USA,1,1
182,24,25,5,85.56414871540427,63.0,0.5061927974768582,0,2.37782714439983,7,0.26322847449248543,Bronze,Mobile,India,0,0
183,22,79,6,109.47046395554199,2.0,0.730160963366371,2,3.0569288297354658,4,0.4622962431811269,Platinum,Mobile,India,1,1
184,40,3,8,164.51299478710487,32.0,0.6644890690964183,3,3.070726797787453,7,0.06079592625007202,Gold,Mobile,UK,1,1
185,32,5,4,119.60356311387291,5.0,0.8641146937065861,4,4.278077597931704,6,0.19708826228957108,Bronze,Desktop,UK,1,0
186,43,4,5,142.1057496889569,31.0,0.133264617858727,4,4.204479528636788,5,0.31418330740199635,Silver,Tablet,Canada,0,0
187,40,31,15,341.9463861199078,71.0,0.60575263687778,8,2.130531244978699,3,0.3906591661343804,Platinum,Mobile,UK,1,1
188,34,4,4,12.433596234626103,9.0,0.7660145473300026,2,2.2041793159930116,4,0.17620837127808578,Gold,Desktop,UK,0,0
189,24,1,5,208.50432689846124,12.0,0.9378407880301229,2,4.926658814976005,3,0.31688995147947074,Silver,Mobile,USA,0,0
190,16,130,14,25.66574061723056,47.0,0.10088303738469417,5,2.5659421111246887,8,0.300419192667922,Platinum,Mobile,UK,0,0
191,29,0,5,41.64249731079645,39.0,0.23964185072178623,4,1.5712975367844142,8,0.19805330435724594,Bronze,Desktop,Canada,1,0
192,45,36,12,104.09487179206644,15.0,0.3545914321628617,2,3.627754836029433,6,0.4797543426320238,Silver,Mobile,UK,0,1
193,37,9,13,147.46416833061002,56.0,0.5407504250520415,2,1.974060111726653,8,0.007834234775336303,Platinum,Tablet,Canada,0,1
194,20,36,5,169.84136397404362,75.0,0.40861219440638397,5,3.413544727988486,6,0.3645206903425246,Platinum,Desktop,Canada,0,1
195,37,16,6,28.958210853958903,18.0,0.8611172840151745,3,4.2851179269874,4,0.4648197487823014,Silver,Desktop,Germany,1,0
196,39,46,8,637.4223771846855,1.0,0.9505269378820449,0,1.6946375458331406,1,0.16314938044056618,Bronze,Mobile,Canada,1,1
197,24,52,8,54.520512607143736,,0.07007865627221266,3,2.806536134685789,5,0.3053054524830167,Bronze,Mobile,USA,0,0
198,36,0,6,37.966772701980105,40.0,0.6996806323076503,4,2.531796012937805,4,0.6184335863297447,Platinum,Mobile,Germany,0,0
199,35,1,3,19.56372256733134,7.0,0.11427331874880942,7,4.997548212238838,2,0.1863289384231781,Gold,Desktop,India,0,0
200,21,5,10,17.381113425884326,3.0,0.8979551539368731,0,,7,0.3909359429897051,Silver,Mobile,USA,0,0
201,39,22,6,16.780895020997615,10.0,0.14209854344521022,3,1.3294744584135256,4,0.11174820721564312,Bronze,Mobile,USA,0,0
202,41,43,7,131.26655806237912,0.0,0.9915112085490017,5,1.9143851575395647,7,0.1844726851118371,Bronze,Desktop,Canada,0,1
203,47,12,4,185.86394118736993,37.0,0.42775021193431095,2,1.629040114201708,1,0.1437896680611432,Bronze,Desktop,Canada,0,0
204,47,18,7,31.911102014872945,4.0,0.381936882650754,1,1.0608989017907344,4,0.1017292459380719,Gold,Mobile,India,1,1
205,18,4,10,22.868157026369794,,0.5862804843597466,4,2.2634059726338243,4,0.19934834111986158,Gold,Mobile,USA,0,0
206,23,32,4,69.82731977682388,8.0,0.39435643649234364,3,2.2978285688244315,2,0.7033012066035195,Bronze,Mobile,Germany,0,0
207,41,68,10,101.16407297879257,145.0,0.23469360667903127,3,1.939973629179712,3,0.6797906008593201,Silver,Mobile,USA,0,1
